,text,sentic_polarity,vader_sentiments,textblob_subjectivity,textblob_polarity,textblob_analysis
3437,tell us whatever challenges may experiencing mission study abroad remember studyabroad visa studyinireland studyincanada statementofpurpose negxy proofoffunds,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3438,top news altcoins visa cardholders receive additional cash back rewards top already attractive program new partnership cardlytics cashback reward partnered brands like addidas shake shack amp h amp,POSITIVE,POSITIVE,0.4909090909090909,0.3872727272727273,POSITIVE
3439,opensea set accept credit cards nfts via moonpay attempt broaden marketplace pay various credit debit card brands american express google pay visa without needing convert fiat crypto first nft crypto,POSITIVE,POSITIVE,0.27777777777777773,0.08333333333333333,POSITIVE
3440,ready home ready ukranian friend still authorisation travel emails letters dispatched mp local councillor ukranian embassy cannot help responded suggestions ukraine homesforukraine visa,POSITIVE,POSITIVE,0.3333333333333333,0.13333333333333333,POSITIVE
3441,visa launched program help creators navigate nfts part company ongoing efforts help small micro businesses gain greater access digital economy cryptolifer cryptolife crypto cryptocurrency cryptocurrencies cryptonews cryptotrading nft visa,POSITIVE,POSITIVE,0.3,0.08333333333333333,POSITIVE
3442,credit card giant visa launched nft creator program recruiting creators one year nft program tag aspiring nftcreators share news nft nfts nftcommunity nftgiveaway nftdrop nftcollector nftcollection visa nftcreators metaversenft,POSITIVE,POSITIVE,1.0,0.0,NEUTRAL
3443,fun filled adventure get lowdown florida esta get ad evisa florida visa,POSITIVE,POSITIVE,0.55,0.35,POSITIVE
3444,online passport application services passport ghana travelandtourism travel tour visa passport online,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3445,ukraine war regugees ukrainian visas belatedly tory government set assistance ukrainians arriving uk way actually get visa equivalent approval letter bit quicker,POSITIVE,NEGATIVE,0.1,0.0,NEUTRAL
3446,saudi visa update saudi visit visa cannot converted iqama sauditourism saudiarabia visa visaconsultants visaconsultants visaservices visanews visaapplication ksavisa attestation attestationservices legalization sauditravel traveling businesstravel,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3447,week toons nick newman week april 3 2022 energybills princeandrew costofliving fuel visa ukraine refugees,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3448,special offer gt advance avail offer monthly installments well visa visa visalia visavis visavis4 visavis3 visaodecria visaapproval visakhapatnam visaconsultants dubai duba dubaivisa dubaimall dubailife dubaimarina dubaiblogger,POSITIVE,POSITIVE,0.5714285714285714,0.35714285714285715,POSITIVE
3449,ready home ready ukranian friend still authorisation travel fulfilled requirements host ukraine homesforukraine visa,POSITIVE,POSITIVE,0.5,0.2,POSITIVE
3450,ethereum nearing massive upgrade change infrastructure make consume 99 per cent less energy single ethereum transaction also equals energy consumption 1 50 000 visa card transactions eth proofofstake proofofwork,POSITIVE,POSITIVE,0.42698412698412697,-0.07936507936507936,NEGATIVE
3451,college diploma accounting computer applications milton ontario ca boltconsultingservices canada canadavisa studycanada2022 pakistanstudent internationalstudentsincanada studyabroadcanada studentvisa internationaleducation student visa pakistan,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3452,ready home ready ukranian friend still authorisation travel emails letters dispatched mp local councillor ukranian embassy cannot help responded suggestions help appreviated homesforukraine visa,POSITIVE,POSITIVE,0.3333333333333333,0.13333333333333333,POSITIVE
3453,starmer ready home ready ukranian friend still authorisation travel emails letters dispatched mp local councillor ukranian embassy cannot help responded suggestions ukraine homesforukraine visa,POSITIVE,POSITIVE,0.3333333333333333,0.13333333333333333,POSITIVE
3454,satisfy cravings freddyscafe enjoy 40 discount abl visa premium platinum gold cards offer valid lahore till 5th july 2022 amp cs apply details visit visa discount debitcard,POSITIVE,POSITIVE,0.5,0.4,POSITIVE
3455,joke usa economy go depression moment done america big illusion hegemony soon destroyed new swift payment system replacement world currency option visa amp mastercard idea unipolar world,NEGATIVE,NEGATIVE,0.2772727272727273,0.06818181818181818,POSITIVE
3456,legal experts say country allow registration even candidate obtained valid degree involves work handful candidates get work visa amp required registration foreign country come india,POSITIVE,POSITIVE,0.1625,0.037500000000000006,POSITIVE
3457,visa changes rules gas stations avoid 125 pump limit via creditcard visa fuelprices fuelpricehike,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
3458,visa nd bike license package outside uae includes food accommodation details wadi home delivery services need bike riders talabat amp delivro company abu dhabi 8 aed per order vissa license price 12000 aed kashan qadeer 971507091034,POSITIVE,NEUTRAL,0.05,0.0,NEUTRAL
3459,extending expired visit visa uae long amp tiring process expert advice 971 4 258 8800 visit amerquickplus visa visaservices visaconsultants visitvisauae visitdubai visituae immigrationconsultant visarenewal uae,NEGATIVE,NEUTRAL,0.4,-0.05,NEGATIVE
3460,go cruise america need esta everyone thinking trav americanvisa applyforesta bahamas caribbeanislands cuba esta jamaica luxurytravel travellers usa visa,NEGATIVE,NEUTRAL,0.0,0.0,NEUTRAL
3461,taking minutes get e visa travel turkey online visa travel travelblogger destination tourisme turkey trip roadtrip explore,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3462,think figured next gem would tenset question mastercard visa orelse stripe square really matter probably next gen payment tech using scanned object metahero brow biometrics era,NEGATIVE,POSITIVE,0.06666666666666667,0.06666666666666667,POSITIVE
3463,throughout offer total 9 winners winner receive two tickets qiib qatar visa qatar2022,POSITIVE,POSITIVE,0.75,0.0,NEUTRAL
3464,true visa solar pv electricity free bills country popular urban rural communities,POSITIVE,POSITIVE,0.47000000000000003,0.27,POSITIVE
3465,happy share another happy client rajveer kaur congrats visa extension need migration advice want know apply visa extension want know type visa service contact us visa consultant studentvisa immigrationlawyer,POSITIVE,POSITIVE,1.0,0.8,POSITIVE
3466,official homeoffice ukrainefamilyscheme amp homesforukraine ukrainesponsorshipscheme ukraine refugee uk visa update day39 april3rd data update clearly homeoffice pressrelease staff working today posting stuff,POSITIVE,POSITIVE,0.3833333333333333,0.10000000000000002,POSITIVE
3467,day 15 still visa ukraine family waiting ready travel uk homesforukraine mother two children taking long war zone,POSITIVE,NEGATIVE,0.45,0.07500000000000001,POSITIVE
3468,i2c mena fintech partners visa cryptopayments unlock blockchain,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3469,announced official launch visa creator program selected creators art music fashion film participate one year nft immersion program info cryptocurrencynews blockchain visa nft coindataid,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3470,art eyes smokymountains smokies tennessee nationalpark artwork art artlover landscapelovers photooftheday wallart photos visa amexlife amex photographyislife picoftheday saatchiart italiausa naturelovers,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3471,happy ramadan mubarak everyone travel globe google reviews facebook reviews whats app 0333 958 7424 thetravelglobe trippakistan umrah flights hotels visa holidays ramadan ramadanmubarak,POSITIVE,POSITIVE,1.0,0.8,POSITIVE
3472,glad meet r nait welcome australia long time thank sharing kind words us bansal immigration consultants 1 best education consultants amp migration agent melbourne visa studentvisa australia bansalimmigrationconsultants melbourne,POSITIVE,POSITIVE,0.7,0.5700000000000001,POSITIVE
3473,enjoy flat 25 xtep allied bank cards offer valid lahore till 9th july 2022 amp cs apply deals discounts visit abl xtep ablcards cardoffers visa unionpay paypak abldiscounts carddiscount discounts,POSITIVE,POSITIVE,0.3125,0.1875,POSITIVE
3474,make pick online payment cash atm varied options convenience readycash visa mastercard ghqr mobileapp gmoney mobilebanking online atms merchants tap2pay secure bankcards cards digitalbanking doyourthing gcbbank yourbank4life,POSITIVE,POSITIVE,0.6,0.4,POSITIVE
3475,homes ukraine visa refugee unfitforpurpose,NEUTRAL,NEUTRAL,0.0,0.0,NEUTRAL
3476,university farmington students visa fraud case fight read full article student university visa fraud indicanews indica newsoftheday,POSITIVE,NEGATIVE,0.55,0.35,POSITIVE
3477,happy navratri call us 91 95048 95448 91 98885 57489 visit email birlagstudyvisa com happynavratri2022 studyabroad unitedkingdom visa studyincanada studyvisa ielts navaratri,POSITIVE,POSITIVE,1.0,0.8,POSITIVE
3478,outsourcing bd assist foreign nationals enterprises identifying obtaining right type visa legal entry bangladesh see service visaprocessing bangladesh visa,POSITIVE,POSITIVE,0.28690476190476194,0.12023809523809524,POSITIVE
3479,study visa uk giv team assist student visa tier 4 study uk 16 offered place course licensed student sponsor study visa uk study visa uk visa uk studentvisa student visa visa study uk study,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3480,giveaway alert next 50 people follow like retweet active next three post chance receive 3 100 dollar visa gift cards use anywhere giveaways visa giftideas gifted,POSITIVE,POSITIVE,0.4,0.09166666666666667,POSITIVE
3481,looking sponsor maid dubai make maid visa process effortlessly amer quick plus expert advice 971 4 258 8800 visit amer amerquickplus visaconsultant visa visaservices maidvisa immigrationconsultant uae,POSITIVE,NEUTRAL,0.5,0.3333333333333333,POSITIVE
3482,groceries loving netcoinspay visa,POSITIVE,POSITIVE,0.95,0.6,POSITIVE
3483,married indonesian citizen want longer stay visa spouse visa need lot questions spouse visa contact us get free consultation visa balivisa familyvisa spousevisa,POSITIVE,POSITIVE,0.525,0.325,POSITIVE
3484,another crucial step obtain travel visa business submit applications country business visa,POSITIVE,NEUTRAL,1.0,0.0,NEUTRAL
3485,art eyes oceanlovers wallart naturelovers photography picoftheday landscapephotography landscapelovers amexlife visa ocean,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3486,travel never sleeps neither available treat travel requests outside usual business hours day week even sundays public holidays reach us today travels flights hotels visa studyabroad,POSITIVE,POSITIVE,0.19166666666666665,0.037500000000000006,POSITIVE
3487,credit card giant visa launched nft creator program effort bring small businesses digital economy visa launches nft program considers digitalart new form ecommerce,POSITIVE,POSITIVE,0.4636363636363636,-0.02840909090909091,NEGATIVE
3488,5000 streams hours trending visa,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3489,order get tier 1 entrepreneur visa startup must submit clear business plan entrepreneur visa,POSITIVE,POSITIVE,0.3833333333333333,0.10000000000000002,POSITIVE
3490,citizens russia may easily obtain visa mastercard armenia says armenian media outlet sputnikarmenia en gentlemen maybe better sanction armenia,POSITIVE,POSITIVE,0.6666666666666667,0.4666666666666667,POSITIVE
3491,visa cardholders score discounts covid 19 testing visa payments,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3492,art eyes abstractart landscapephotography photography blue artlovers amexlife mastercard visa palouse washington,POSITIVE,NEUTRAL,0.1,0.0,NEUTRAL
3493,periyar national park around 2 hour journey munnar watch animals natural habitat waterfall kerala india visa online application evisa tourist business medical evisa indian vacation,POSITIVE,POSITIVE,0.2,0.05,POSITIVE
3494,coming volunteer work 1 month duration india visa online application evisa tourist business medical evisa indian,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3495,art walls eyes italian alps dolomites italy alps dolomites nature naturephotography pictureoftheday amexlife visa art artlovers wallart artist saatchiart,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3496,angry government waiting host family ukraine text every day visa system amp house checks barriers almost want help family running money ukrainerussiawar,POSITIVE,NEGATIVE,1.0,-0.5,NEGATIVE
3497,art eyes italian alps italy alps dolomites nature naturephotography pictureoftheday amexlife visa art artlovers wallart artist saatchiart,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3498,financial powerhouse visa committed helping small businesses unlock potential nfts read nft nfts yournftfactory visa visa creditcards artist100 nftcommunity nftproject eth altcoins ape,POSITIVE,POSITIVE,0.4666666666666666,-0.08333333333333333,NEGATIVE
3499,pakistan visa abudhabi excited inform ages segments pakistan single males open apply abu dhabi applications accepting age categories,POSITIVE,POSITIVE,0.48809523809523814,0.1011904761904762,POSITIVE
3500,multi year graphs charts us visa types pdf format graph example quiktake qt ni visa 007 borderobserver,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3501,beautiful saturday hope saturday going well reat relocation plan dm away actualizing relocation weekend nigeria migrate workpermit permanentresidency travel visa,POSITIVE,POSITIVE,1.0,0.85,POSITIVE
