,text,sentic_concept
3934,global homeless day globalhomelessday bolivia brazil colombia ecuador paraguay peru uruguay homeless australia england france uk england london anonymous poverty hunger africa mexico italy elsalvador immigrants migrants guatemala,"['bolivia', 'brazil', 'colombia', 'ecuador', 'paraguay', 'peru', 'uruguay', 'australia', 'france', 'london', 'mexico', 'italy', 'guatemala', 'poverty', 'hunger', 'immigrants']"
3935,add money border guards protect border must manage immigration carefully amp make clear legal migration allowed catch amp release retain restrictions make sense immigrants bordercrisis usa,"['usa', 'make sense', 'add', 'money', 'protect', 'manage', 'clear', 'legal', 'allowed', 'catch', 'release', 'retain', 'restrictions', 'immigrants']"
3936,started youtube channel dad humanize asian immigrants amp got know better process first video really moving koreanwarsurvivor remembers begging chocolate little boy via,"['boy', 'humanize', 'immigrants', 'better', 'process', 'moving', 'remembers', 'begging', 'chocolate', 'little']"
3937,recent piece nora ratzmann jonas beste use mixed methods approach study risk welfare sanctions immigrants germany,"['germany', 'recent', 'best', 'method', 'approach', 'study', 'risk', 'welfare', 'sanction', 'immigrants']"
3938,called man brother tried clean heard loud clear securethetribe immigrants,"['man', 'brother', 'clean', 'loud', 'clear', 'immigrants']"
3939,foreign parasites definitely members cult blacks n americas securethetribe immigrants,"['parasite', 'cult', 'blacke', 'immigrants']"
3940,time treat immigrants kindness dignity respect long ice policies like isap exist immigrants continue treated like animals administration expanding terrible program,"['animal', 'treat', 'immigrants', 'kindness', 'dignity', 'respect', 'policies', 'continue', 'treated', 'administration', 'terrible']"
3941,immigrants come forcefully usa calls immigrants handle properly american wealth increasing immigrants forget stevejobs elonmusk many lawmakers playing dirty games immigrants paying hefty taxes,"['usa', 'immigrants', 'forcefully', 'properly', 'wealth', 'forget', 'playing', 'dirt', 'hefty', 'taxes']"
3942,immigrants slaves built modern nation backs many rightful owners imperfect built together let us never forget fact epluribusunum nationofimmigrants,"['rightful owner', 'immigrants', 'slave', 'modern', 'nation', 'imperfect', 'together', NOT 'forget']"
3943,proven time time big question mutually beneficial tell securethetribe immigrants,"['mutually beneficial', 'prove', 'big', 'immigrants']"
3944,forign parasites shoe fits put mofo securethetribe respectfully yafeelme immigrants,"['shoe', 'parasite', 'respectfully', 'immigrants']"
3945,coon behind every corner securethetribe immigrants,['immigrants']
3946,events ukraine leave woefully grateful living united states glorious piece legislation american constitution gratitude constitution immigrants,"['event', 'ukraine', 'woefully', 'grateful', 'glorious', 'legislation', 'constitution', 'gratitude', 'immigrants']"
3947,troglodyte new word securethetribe immigrants,['immigrants']
3948,comes invasion immigrants,"['invasion', 'immigrants']"
3949,b1 see enemy securethetribe immigrants,"['enemy', 'immigrants']"
3950,u leave older generation still leaving dark sure feel supportive conversation supressed youth days securethetribe immigrants,"['daye', 'older', 'dark', 'sure', 'supportive', 'conversation', 'supra', 'youth', 'immigrants']"
3951,realitychec chick lost confrontational securethetribe immigrants,"['chick', 'lost', 'immigrants']"
3952,talk mother grandma delineation every time see securethetribe immigrants,"['moth', 'grandma', 'delineation', 'immigrants']"
3953,l7 securethetribe immigrants,['immigrants']
3954,lost bruh lol securethetribe immigrants,"['lost', 'lol', 'immigrants']"
3955,remember elders lives witnessed murderers forced fear hide heritage beliefs securethetribe immigrants,"['remember', 'live', 'murderer', 'forced', 'fear', 'hide', 'heritage', 'belief', 'immigrants']"
3956,average wage immigrants become citizens typically increases 5 nationwide amp closer 8 9 major cities read benefits achieving us citizenship affiliate one percent america investinginallofus,"['average wage', 'immigrants', 'typically', 'nationwide', 'closer', 'major', 'benefits', 'achieve', 'citizenship', 'affiliate', 'percent']"
3957,determined make country third world country immigrants failure worstpresidentever come legally live trash fire citizens,"['country', 'determined', 'immigrants', 'failure', 'legal', 'live', 'trash']"
3958,angry diepsloot residents shut informal settlement demanding police minister bhekicele address issues community members accusing illegal immigrants criminals since police arresting perpetrators nkosi news,"['angry', 'shut', 'informal', 'settlement', 'demanding', 'policy', 'issues', 'community', 'accuse', 'illegal', 'immigrants', 'crime', 'arresting', 'perpetrator']"
3959,brown people need apply asylum europe situation caused european imperialist wars oil immigrants,"['apple', 'asylum', 'situate', 'causa', 'imperialist', 'oil', 'immigrants']"
3960,possibly go wrong employer landlord going choose immigrant system bad enough rolling horrible digital proof immigration status immigrants system even set properly,"['possible', 'wrong', 'employer', 'landlord', 'choose', 'immigrant', 'bad', 'horrible', 'proof', 'status', 'immigrants', 'properly']"
3961,sad know trump able put immigrants children mothers fathers cages amp world stood silent said mexico sent problem folks amp assumed could good people said china responsible virus covid19 many attack asian community,"['mexico', 'china', 'sad', 'immigrants', 'father', 'cagey', 'silent', 'problem', 'folky', 'good', 'response', 'virus', 'covid', 'attack', 'community']"
3962,know much open land money somebody vision start city immigrants police see goes see becomes self sustaining real fast next steve jobs could among never know usa immigrants,"['city', 'usa', 'land', 'money', 'vision', 'immigrants', 'policy', 'fast', 'job']"
3963,immigrants care undermine fba securethetribe immigrants,"['immigrants', 'care', 'undermine']"
3964,wow clue things happened n philly securethetribe immigrants,"['wow', 'clue', 'hap', 'immigrants']"
3965,could write senator representative ask help speed process immigrants come us ukraine read following article easy get thank,"['ukraine', 'write', 'senator', 'representative', 'help', 'speed', 'process', 'immigrants', 'follow', 'easy', 'thank']"
3966,way look mamma makes plate family love food panama laugh live joke fun funny immigrants america nyc ny bx bk manhattan momma son dad dopepeopledodopeshit,"['food', 'panama', 'mamma', 'family', 'love', 'laugh', 'live', 'joke', 'fun', 'funny', 'immigrants', 'momma']"
3967,watch founder friends europe outlines immigrants vital asset taxsystem populist myth surrounding laziness myth watch full event,"['event', 'founder', 'friends', 'outline', 'immigrants', 'vital', 'asset', 'populist', 'myth', 'laziness', 'full']"
3968,contrary popular narratives immgrants important positive force american job market serve create jobs mana immigrants economy,"['contrary', 'popular', 'important', 'positive', 'force', 'job', 'serve', 'create', 'immigrants', 'economy']"
3969,ersaccepted shifting legibility racialambiguity u racial hierarchy author phd coming soon southasians immigrants racialidentity skincolor discrimination,"['coming soon', 'racial hierarchy', 'shifting', 'legibility', 'immigrants', 'discriminate']"
3970,jammu kashmir high court given six weeks government identify immigrants myanmar bangladesh illegally staying union territory jammukashmir highcourt illegally staying immigrants myanmar bangladesh breakingnews jammuparivartan,"['jammu', 'myanmar', 'bangladesh', 'high', 'govern', 'immigrants', 'illegally', 'union']"
3971,jk hc directs homesecy identify list illegal immigrants staying ut,"['direct', 'illegal', 'immigrants']"
3972,chiefs rabbis pride preserving israel jewish character fact exactly opposite dealing immigrants undermine israel,"['israel', 'chief', 'rabbi', 'pride', 'preserve', 'jewish', 'opposite', 'deal', 'immigrants', 'undermine']"
3973,systems policies migration related issues must reformed restructured order help others desire move explore parts world immigrationreform immigrationrights immigrationlaws immigrants immigrationpolicy,"['policies', 'issues', 'restructure', 'help', 'desire', 'move', 'explore', 'party', 'immigrants']"
3974,1 get richer outsourcing americans jobs canada desidiaspora immigrants,"['canada', 'richer', 'outsource', 'job', 'immigrants']"
3975,2021 desidiaspora approximately 25 canada new immigrants america next,"['canada', 'approximately', 'immigrants']"
3976,wonder story democrats tell midterms record inflation record illegal immigrants record crime record gasprices laughingstock world ignorant shutdowns mandates failed covid policies,"['wonder', 'record', 'inflation', 'illegal', 'immigrants', 'crime', 'laughingstock', 'ignorant', 'shutdown', 'mandy', 'fail', 'covid', 'policies']"
3977,brits tendency cut noses spite faces voted tory immigrants meghanmarkle polish russians afghans london mayor dian abbott blm protests tories gave enough distractions stealing everything,"['london', 'tendency', 'cut', 'nosey', 'spite', 'voted', 'immigrants', 'polish', 'protests', 'distractions', 'stealing']"
3978,horrible politics obstructionistmitch company holding immunocompromised highriskcovid19 people hostage play politics wedge issues like immigrants,"['horrible', 'holding', 'immunocompromised', 'hostage', 'play', 'wedge', 'issues', 'immigrants']"
3979,bet share companies making money immigrants,"['share', 'money', 'immigrants']"
3980,man spoke street smarts book smarts never stepped foot african country see really clown behavior securethetribe immigrants,"['man', 'book', 'country', 'book smart', 'street smart', 'clown', 'behavior', 'immigrants']"
3981,religion first piece matrix unplugged mind control securethetribe immigrants,"['mind control', 'religion', 'immigrants']"
3982,imagine graduating high school less 3 months finally done sh highschool immigrants,"['imagine', 'high', 'highschool', 'immigrants']"
3983,looking settle canada spouse contact triple business start pr process today call 01146520736 91 8595744633 website canada jobsincanada immigrants pnp invitation prvisa workvisa jobopportunities tripleibusiness,"['canada', 'settle', 'spouse', 'triple', 'process', 'immigrants', 'invitation']"
